Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Being Positive at Work,"<p>Effective leaders—along with being savvy and good at their job—often have the ability to maintain a positive outlook even when hardships arise. In this course, learn why being positive at work is so beneficial, and explore practical strategies for increasing positivity and dealing with difficult situations. Brenda Bailey-Hughes shares techniques for stopping negative thought patterns and cultivating positive environments, relationships, and habits. Plus, she explains how to remain authentically positive when responding to negative people and situations.</p>

<p>To gain fresh insights and celebrate your positivity wins with other learners, you can participate in the official LinkedIn <a href=""https://www.linkedin.com/groups/12065005"" target=""_blank"">group</a>  for this course.</p>",Course,2024-10-18 13:04 UTC,N/A,false,N/A,
The Six Words that Dramatically Increase Your Impact,"<p>The words you choose play a huge role in the impact you make upon the world. Even tiny word changes can dramatically improve or diminish your effectiveness as a speaker. In this audio-only course, learn how to massively increase your persuasiveness through simple shifts in language with Dr. Jonah Berger.</p>
<p>Jonah is a Professor at Wharton, world-renowned marketing expert, and author of four bestselling books–including <i>Contagious</i> and <i>Magic Words: What to Say to Get Your Way</i>.</p>
<p>Discover how to propel action by changing only two letters. Learn how to say “you” to engage, ask for advice to look smart, and ask follow-up questions like a pro. Jonah also reveals how to convey confidence using certainty. By the end of this course, you’ll be ready to use simpler, more concrete language to boost followthrough from listeners and readers.</p>
<p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2024-10-02 14:46 UTC,N/A,false,N/A,
Mindfulness Practices,"Mindfulness helps you be more effective in today’s busy world.  It reduces stress, increases focus, and improves your ability to deal with challenges, both at work and at home. With regular practice, mindfulness can change the course of your life. Practice with executive coach Henna Inam as she leads you in guided exercises that expand emotional intelligence, grow self-confidence, and build stronger relationships.  With these practices, you can actually experience in-the-moment inspiration, learn how to deal with difficult people, manage change, and confront fears. Each lesson is tied to an accompanying practice, which will help you change the structure of your brain to respond better to stressors. Our world is changing rapidly. Evolve your mind to handle challenges with confidence.",Course,2024-08-28 01:17 UTC,N/A,false,N/A,
Apple Watch Tips and Tricks,"Apple Watch continues to evolve. In this course, Garrick Chow explores the features and capabilities of the latest Apple Watch OS, including Siri, the updated interface, and bundled app capabilities. Learn how to manage your Watch, including the haptic alert system, theater mode, and more. Discover ways you can communicate using your Apple Watch, as well as ways to view and work with apps. Get useful tips on using Siri, and learn about the variety of health and safety features that your Watch offers. Plus, find out how to take a screenshot, find your iPhone, force quit apps, and more.",Course,2025-04-10 12:37 UTC,N/A,false,N/A,
UX Foundations: Style Guides and Design Systems,"A style guide is the document that sets the tone for how your organization communicates and how it designs its products. It incorporates branding, company philosophy, and an understanding of your customers and your market. It may describe the visual, written, and sometimes even spoken styles you use. Agencies, freelancers, designers, and developers will employ the guide to make sure they are on message and on brand—and avoid wasted time and effort. Join UX specialist Chris Nodder, as he leads you through building a style guide that describes your UX strategy in a unified way that everyone can understand. Learn how to build in consistency, creativity, and flexibility so your team can build amazing user experiences that reflect a coherent and recognizable company voice. Plus, discover how to create a design system of reusable interface components, complete with code snippets, to ensure your company's design language is consistent from product to product.",Course,2024-05-02 15:41 UTC,N/A,false,N/A,
Getting Started with Premiere Pro for the Non-Video Pro,"Do you find yourself needing to edit video but don't know where to begin? If you use Adobe Creative Cloud, you have access to a great application—Adobe Premiere Pro—but it can be a little daunting to learn alone.  This course can help you get started. It doesn’t rely on any background experience with video production or editing. It just walks you through all the basics you need, from organizing your media to finalizing your project, with detailed instructions covering every step in between.  You can get results right away and get up and running for your first project in Premiere Pro.
 <br><br>
Note: This course was created by Richard Harrington. We are pleased to host this training in our library.",Course,2022-04-26 18:53 UTC,N/A,false,N/A,
Guy Kawasaki on Turning Life Wisdom into Business Success,"Get career advice from a real ""wise guy."" In this course, based on his book <i>Wise Guy</i>, one of the world's leading corporate evangelists, Guy Kawasaki, talks about how he built his career. Learn how he landed his first real job in the jewelry business—which turned out to be surprisingly useful training for the tech world. Find out why some of the riskiest moves he made at Apple—disparaging a potential partner and trading jabs with Steve Jobs—paid off. Guy also reveals how taking up surfing at the age of 62 sparked a new passion. In total, Guy covers everything from moral values to business skills to parenting. As he writes, “I hope my stories help you live a more joyous, productive, and meaningful life. If <i>Wise Guy</i> succeeds at this, then that’s the best story of all.”<br><br>

This course was created by <a href=""https://genconnectu.com/"" target=""_blank"">genconnectU</a>. We are pleased to offer this training in our library.",Course,2022-09-11 18:49 UTC,N/A,false,N/A,
Nano Tips to Ditch Self-Doubt with Shade Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore what it takes to overcome self-doubt and leverage a growth mindset, following advice and practical, easy-to-apply insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.</p><p>Discover strategies to manage self-doubt as a sign of progress, build confidence, and visualize outcomes while preparing for complex challenges. Learn to embrace discomfort for growth, counteract anxiety with intentional actions, and focus on personal progress by letting go of perfection. Along the way, Shadé shares techniques to help you control your mental narrative, identify self-doubt, and build empathy and self-compassion by focusing on positive traits in others.</p><p>This course was created by Shadé Zahrai. We are pleased to host this training in our library.</p>",Course,2025-08-21 11:58 UTC,N/A,false,N/A,
Virtual Meetings for Non-Native English Speakers,"<p>Online meetings have become increasingly important and are the norm for almost everyone these days. Leading digital meetings is challenging under the best of circumstances, but even more so when the meeting isn't in your native language. In this course, Liesje Sandler, an English coach at Speexx, teaches how to conduct your online meetings in English effectively, confidently, and professionally. Learn strategies and language tips to confidently master every part of an online meeting, from preparation to completion. 
</P><p>
This course is part of a <i>Business English for Non-Native Speakers</i> series aimed at anyone with a basic knowledge of English who wants to improve their business English skills.",Course,2024-09-03 10:31 UTC,N/A,false,N/A,
Claude Code 4: Agentic Coding for Professional Developers,"Claude Code transforms the developer workflow with agentic AI built to understand and manipulate entire codebases. It performs real-time actions like refactoring, debugging, and generating commits using natural language. Skip the script juggling and documentation diving. Designed for serious developers, Claude Code eliminates friction and unlocks a smarter way to build software.",Course,2025-07-21 21:02 UTC,N/A,false,N/A,
What Is Generative AI?,"<p>Whether you work in film, marketing, healthcare, automobile, or real-estate, generative AI is changing the way your job is executed, and those who adapt early will reap its benefits sooner. All professions will be affected by generative AI. Its invention can be compared to the invention of photography, a true creative revolution. If you want to be part of the leaders that are advancing this revolution, this course can get you started on your learning journey.</p><p>In this course, generative AI expert Pinar Seyhan Demirdag covers the basics of generative AI, with topics including what it is, how it works, how to create your own content, different types of models, future predictions, and ethical implications.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-generative-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2025-07-04 13:33 UTC,N/A,false,N/A,
"The Eames Influence: Llisa Demetrios on ""Design Better""","Midcentury modern design aesthetics are enduring and as relevant today as ever. Perhaps no designers influenced those philosophies more than Charles and Ray Eames whose body of work transcends media and is still being produced to this day. In this course adapted from the <a href=""https://designbetterpodcast.com/"">Design Better</a> podcast, join Llisa Demetrios—the chief curator of the Eames Institute and the granddaughter of Charles and Ray—as she shares some of the personal stories behind the legendary designers, from how they met to Llisa’s experience of having two of the most creative grandparents a child could wish for, the legacy of their designs, and much more. Ideal for designers of all kinds, this course is particularly targeted at designers who are interested in design thinking and designing for scale, including product and industrial designers.",Course,2024-11-13 13:51 UTC,N/A,false,N/A,
A Playbook to Achieve Equity Anywhere,"""Equity"" is a definable goal, and you can measure your efforts quantitatively and qualitatively measured against it. In this course, DEI strategist and bestselling author Lily Zheng helps you get motivated to take equity-related learning seriously and primes you to think in terms of pragmatism and accountability. Review foundational concepts like equity for healthy workplaces, targeted universalism, and how inequity manifests itself in the workplace. Learn how to assess your outcomes, uncover the why behind equity gaps, and prepare for change-making efforts. Explore effective ways to intervene intentionally. Plus, find out how to measure the impact of your equity efforts, celebrate progress, and continue your forward momentum.",Course,2024-09-30 17:39 UTC,N/A,false,N/A,
How to Be Both Assertive and Likable,"<p>Managing the inherent tension between the friendliness that encourages rapport and the assertiveness that is required to be effective can be tricky. In this course, adapted from the American Negotiation Institute podcast <em>Negotiate Anything</em>, Kwame Christian discusses with Hamilton Chan how to build rapport, stand your ground, and manage the flow of information. Hamilton is the head of executive education and visiting professor of business and technology at Loyola Law School, Los Angeles and CEO of Coaching for Startups LLC. He explains why rapport is so powerful and provides tips to stay strong at the negotiation table. Plus, learn why it’s so important to understand your options before you start difficult conversations. </p><p>This course was created by the American Negotiation Institute. We are pleased to offer this training in our library. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/negotiation-professional-certificate-by-american-negotiation-institute"" target=""_blank"">Professional Certificate</a> from American Negotiation Institute.</p>",Course,2022-09-09 23:16 UTC,N/A,false,N/A,
Uncovering Unconscious Bias in Recruiting and Interviewing,"<p>Despite our best efforts, bias is a contributing factor in our decision-making. Unconscious bias is even more precarious, as we are often unaware that it's a factor in our decisions. In this course, Dr. Tana M. Session walks you through how to define a number of unconscious biases, as well as how the biases can impact your decision-making and how you can combat them when recruiting and hiring qualified candidates. First, Dr. Session explains what the term “unconscious bias” means and ensures no one feels guilty about discovering their own biases. Next, Dr. Session covers several common types of unconscious bias, including confirmation bias and affinity bias. For each type, she defines the bias and shows how it might impact your decision-making. After this, Dr. Session concludes by outlining strategies to minimize bias in the recruiting and interview process, such as learning how to find diverse candidates to fill positions, use diverse panel interviews, and utilize interview scorecards.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/american-staffing-association-corporate-recruiting-professional-certificate"" >Professional Certificate</a> from American Staffing Association.</p>",Course,2022-09-10 11:32 UTC,N/A,false,N/A,
Nano Tips to Boost Productivity with Shadé Zahrai,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai teaches tips for increasing your productivity. Shadé shows you techniques to help you start your tasks more efficiently and provides strategies to help you maintain your focus. She also shares some essential productivity principles to help you recalibrate your mindset and boost your productivity.",Course,2025-05-21 20:33 UTC,N/A,false,N/A,
Learning Ansible,"Ansible is a popular open-source tool that provides automation, configuration management, and orchestration all in one. In this course, instructor Greg Sowell introduces Ansible and explains the many reasons that system administrators and DevOps engineers choose to keep Ansible in their IT tool kit. Learn how to install Ansible in different environments and work with hosts, variables, inventories, and playbooks. Practice your new deployment and playbook writing skills with the exercise challenges at the end of each section. Along the way, Greg reviews various use cases and practical examples to highlight how Ansible can solve a variety of real-world problems more effectively and efficiently.",Course,2025-02-14 20:39 UTC,N/A,false,N/A,
Skills to Build Stronger Work Relationships,"<p>In the world of hybrid work, uncertainty, and constant change, people need healthy work relationships to feel supported and show up as their best selves, This course teaches essential skills to build and maintain more resilient relationships.
Dr. Emily Anhalt teaches essential tools and skills, including: taking ownership of your part, strategies to build empathy, ways to create a more positive and safe working environment, ways to move from reactive to proactive, how to have healthy conflict, getting on the same team, expressing yourself more effectively, and breaking an emotional sweat every day.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/becoming-a-manager-professional-certificate-by-linkedin-learning"" >Professional Certificate</a> from LinkedIn Learning.</p>",Course,2024-08-11 20:45 UTC,N/A,false,N/A,
Nano Tips to Uncover Your Strengths with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore the power of uncovering your inner strengths and managing your weaknesses to promote personal growth.</p><p>Join peak performance researcher and behavioral strategist Shadé Zahrai to learn the secrets of identifying and evolving your strengths with a genuinely curious, growth-focused mindset. Unearth your best possible self and start building on the innate qualities of your character, gathering feedback, unlocking your full potential, seeking balance, and finding your flow state. Along the way, Shadé shows you how to scrutinize your weaknesses to weed out bad habits, play to your strengths, and invest in your future self.</p>",Course,2024-09-25 13:36 UTC,N/A,false,N/A,
After Effects Guru: Tracking Cameras and Stabilizing Footage,"Whether it's removing camera shake or tracking a camera's movement, After Effects has you covered. You can apply a variety of techniques to smooth out the camera movement in a shot, using the After Effects Warp Stabilizer VFX effect, and track the camera to add objects into a scene realistically. Rich Harrington shows you how in this installment of <em>After Effects Guru</em>.",Course,2025-05-02 18:16 UTC,N/A,false,N/A,
Eight Ways You Block Your Success,"Ever wondered about the biggest stumbling blocks to success in your life? Well, guess what—it just might be you. In this course, award-winning speaker and best-selling author Scott Mautz covers the eight most common ways you might be blocking or derailing your own success, with practical tips on how to overcome each. Learn why you sabotage your own chances of being more successful every time you lose perspective and feel like an imposter. Explore concrete, easy-to-apply strategies to get back on track when you overthink things, make limiting assumptions, act like a perfectionist, procrastinate, adopt a victim mentality, or fail to persevere in challenging times of adversity. By the end of this course, you’ll be equipped with powerful, new techniques to tear down all those destructive, self-imposed barriers and start building yourself up for greater achievement.",Course,2024-09-01 18:35 UTC,N/A,false,N/A,
Building a Superstar Brand,"Ever wondered what it takes to create your own brand and become a superstar along the way? Explore the value of storytelling, vision, and commitment in this course with World Wrestling Entertainment (WWE) chief brand officer Stephanie McMahon, as she shows you how to lead by example and leave a legacy in your wake. Learn key lessons from Stephanie’s hard-earned experiences and colorful tales of growing up in an entrepreneurial culture. The course shares valuable lessons on how to scale superstar partnerships, create a rich DEI culture, and build powerful fan relationships. Discover proven leadership strategies and tips that you can apply to your own venture or job. Throughout the course, Stephanie looks back on the sacrifices her parents made back when they were first promoting the WWE, growing it from nothing to superpower status, and inspiring millions around the world.<br><br>Note: This course was created by genconnectU. We are pleased to host this training in our library.",Course,2025-08-26 15:30 UTC,N/A,false,N/A,
Nano Tips for Overcoming Imposter Syndrome at Work with Diana YK Chan,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Diana YK Chan offers tips for building confidence and overcoming imposter syndrome at work. Learn how imposter syndrome can affect you in the workplace, how to acknowledge and discuss work-related doubts, and what you can do to stop underestimating yourself. Diana explains how to build self-worth with affirmations, how you can adopt an alter ego to overcome insecurities, and more.",Course,2025-09-04 11:58 UTC,N/A,false,N/A,
Animating an AI Image,"Generative AI tools such as Midjourney, DALL-E, and Firefly enable the creation of amazing images of all kinds. But they don't put those images in motion. In this course, instructor and motion designer Eran Stern shows you how to add animation to AI-generated images using a variety of tools, including Adobe Photoshop and After Effects. Review the image generation process, then learn how to prepare an image for animation and animate it. Plus, dive into the process of turning an AI image into a 3D scene that you can animate. A hands-on challenge helps you practice what you learn in the course.",Course,2026-02-12 20:19 UTC,N/A,false,N/A,
Nano Tips for Peak Performance with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, find out how to supercharge your performance, exploring key insights and techniques from peak performance researcher and behavioral strategist to Fortune 500 companies, Shadé Zahrai.  
<br><br>
Learn how to optimize your brain power, habits you can establish for success, and how you can set up a commitment to excellence to level up your career and performance for the long term.",Course,2025-03-26 14:27 UTC,N/A,false,N/A,
Understanding and Supporting Asian Employees,"Underrepresented employees face unique challenges in the workplace, and understanding how to support them in these challenges is key to building a more inclusive workplace. Dr. Sarah-SoonLing Blackburn shows you how to get started. She begins with important terminology and breaks down the model minority myth. Dr. Blackburn explains why lived experiences matter in the workplace and goes over several issues that impact Asian employees at work. She points out that the Asian community is not a monolith and discusses ways to build a more meaningfully inclusive workplace culture. Dr. Blackburn covers several steps you can take to support Asian employees, such as making space for discussion and speaking up against bias. She concludes by describing how everyone has a role to play in creating inclusive workplace environments. 
<br><br>
Note: This course contains US-based examples and scenarios; however, learners around the world may still find the concepts applicable.",Course,2023-06-20 16:21 UTC,N/A,false,N/A,
Marketing Attribution and Mix Modeling,"Marketing attribution is a critical but complex topic, and it’s only getting harder to decode what’s driving your marketing performance and decide where you invest your limited marketing budget. Getting it right can give you a significant competitive advantage, but if you make the wrong decisions, you can’t buy your way to success. In this course, Michael Taylor shares a practical approach to the complex analysis technique of marketing mix modeling to help marketers accurately measure the impact of their marketing and advertising efforts. Michael covers key aspects like multi-touch attribution models, marketing mix modeling, and incremental and A/B testing. To demonstrate the intricacies of mix modeling, he shares a practical exercise file so that you'll be equipped to make the right marketing investments that drive sales and profit.",Course,2022-04-01 20:04 UTC,N/A,false,N/A,
OpenAI API: Agents,"AI agents generate plans and perform complex multi-step tasks based on the user input. The OpenAI API provides comprehensive support for building AI agents that use models, tools, knowledge and memory, audio and speech, guardrails, orchestration, and MCP that can be customized to fit specific needs and scenarios. This course explores how to develop advanced agents with the OpenAI API and the Agents Python SDK. Through videos, articles, and hands-on practice in GitHub Codespaces, you’ll define custom agents, set up agent runners, configure handoffs so agents can work together, add guardrails for content moderation, and extend the agents with off-the-shelf OpenAI features, custom functions, and MCP (Model Context Protocol) servers.",Course,2025-10-24 13:08 UTC,N/A,false,N/A,
Nano Tips to Prepare for Public Speaking with Nausheen I. Chen,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore proven, practical, easy-to-use strategies to successfully prepare for public speaking—whether you’re getting ready to speak on a big stage or deliver your next presentation in the boardroom. Follow along with expert advice from executive speaking coach, corporate trainer, and TEDx speaker Nausheen I. Chen.</p><p>Discover the secrets of effective preparation—from ideation and practice to final delivery. Learn how to think critically about what you say and how you say it so you can focus on saying it right. Gather insights on vocal warmups, body language, fear of the audience, common misunderstandings, making a great first impression, nailing a job interview, and more. Along the way, Nausheen shows you how to turn up your energy and leverage your most powerful, impactful self. By the end of this course, you’ll be prepared to fully engage your audience and unlock new opportunities in your career.</p>",Course,2025-09-02 18:20 UTC,N/A,false,N/A,
Developing Real Confidence,"What does insecurity at work look like, and how can you build genuine confidence? In this course, instructor Jay Fields offers an integral approach to recognizing and normalizing the thought patterns and responses that underpin feeling insecure at work, and presents strategies to empower you to shift into a more confident state. Jay invites you to investigate how you might show up as three different work personas: the Insecure Part, the Strategic Part, and the Whole Self. She walks you through identifying these personas, and offers practical exercises to get to know these parts in you and to more reliably show up as your Whole Self with authentic confidence. You’ll walk away from this course appreciating that your insecurity isn’t who you are and that you have the skills you need to be more self-assured and effective in a complex work environment.",Course,2024-12-04 15:27 UTC,N/A,false,N/A,
Nano Tips to Stop Overthinking with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, unlock the secrets of living your life without the burden of overthinking, using key insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.<br><br>Learn how to stop picking apart or criticizing everything you say and do. Discover practical strategies to develop a mindset that doesn’t prevent you from achieving your goals. Find out more about how overthinking can be so detrimental to your career, your relationships, and your personal and professional life. Along the way, Shadé shows you how to gear yourself up for more positive thinking to move from worry to action with ease.",Course,2025-06-03 13:33 UTC,N/A,false,N/A,
Train Your Brain to Unwind Stress and Anxiety Habits,"<p>Are you feeling overwhelmed with work and life, but not sure how to respond? Stress and anxiety can be caused by all kinds of triggers that are often driven on a neurological level. In this course, join Judson Brewer MD PhD—psychiatrist, neuroscientist, <i>New York Times</i> best-selling author, and professor at Brown University—to learn how to identify why stress and anxiety can drive powerful habits and behaviors that make you feel even worse.</p><p>Gather insights on recognizing the neurological loop of anxiety, which can lead to increased thoughts and feelings of anxiety. Galvanize your energy to respond quickly and strategically to some of your most negative thoughts, feelings, and behaviors. Along the way, Dr. Brewer shows you how to start making more intentional decisions so that you can break free from cycles of stress and anxiety in both your professional and personal life.</p>",Course,2025-06-30 14:49 UTC,N/A,false,N/A,
RAG Fine-Tuning: Advanced Techniques for Accuracy and Model Performance,"Unlock the power of retrieval-augmented generation (RAG) with this hands-on course on RAFT (retrieval-augmented fine-tuning). Learn to integrate fine-tuning with RAG to create domain-specific models that deliver accurate, contextually relevant responses. From understanding core concepts to implementing advanced techniques like RAFT and using tools like Azure AI Studio, this course equips you with the skills to enhance and deploy sophisticated RAG systems. Ideal for AI practitioners aiming to optimize model performance in specialized domains.",Course,2025-05-27 18:00 UTC,N/A,false,N/A,
Nano Tips for Smarter Learning and Better Relationships with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shares tips and strategies for building continuous growth—both personal and formulaic—that will enhance your ability to interact with people and strengthen relationships.",Course,2025-04-08 13:30 UTC,N/A,false,N/A,
Create an Animated Character in Blender 2.9,"If you’ve ever wanted to create your own 3D animated character, this course is for you. Using open-source software—Blender and the paint program Krita—instructor Darrin Lile goes through every step of the process. He starts with creating the look of the character, showing how to bring in reference images, create textures for clothes, rig the bones of the character, and create, cut, and style your character’s hair. Darrin then gets into the animation process, demonstrating how to set up a reference video in the Blender interface, animate character movements, and create lip sync animation for a dialogue track. He finishes the course by adding music and sound effects, then rendering the final animation to a video file, so you can share your new creation.",Course,2023-03-09 13:56 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5006801,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5006801,Course,2020-01-28 17:45 UTC,N/A,false,N/A,
Leading with Generative AI: Master Change Management for Success,"Master the integration of generative AI within organizational change management in this comprehensive course designed for business leaders and transformation specialists. Through 15 focused modules, instructors Christopher White and Bob Higgins offer insights on how to navigate the unique challenges of implementing AI technologies while maintaining organizational stability and growth. This course introduces the innovative FASTER framework, a structured approach specifically designed for AI-driven transformations. Along the way, explore the historical context of AI compared to past technological innovations, strategic approaches to workforce adaptation and development, practical implementations of the FASTER framework for AI integration, methods for building organizational readiness and acceptance, techniques for sustainable change management in the age of AI, and strategies for measuring and replicating transformation success.",Course,2025-07-01 17:30 UTC,N/A,false,N/A,
ChatGPT: Publishing GPTs on the GPT Store,"The GPT Store allows you to share your own custom versions of ChatGPT with other users in a marketplace. In this course you’ll learn how to set up your account to publish GPTs in the GPT Store, how to create and manage public GPTs, and the rules and restrictions governing GPTs and the GPT Store.",Course,2025-04-16 14:31 UTC,N/A,false,N/A,
3D Animation and Rigging,"When it comes to bringing believable 3D characters to life in Autodesk Maya, there's always more to learn. In this weekly series, get practical tips that can help you enhance your 3D animation and rigging workflow, as well as generally work smarter in Maya. Instructor George Maestri covers how to mimic stop-motion techniques using replacement animation, write scripts to speed up your rigging process, and much more.",Course,2022-08-05 15:01 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:791420,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:791420,Course,2019-12-13 01:26 UTC,N/A,false,N/A,
Model Context Protocol (MCP): Hands-On with Agentic AI,"The Model Context Protocol (MCP) allows developers to add agent behavior to LLMs by providing a universal protocol providing context to language models so they can interface with data and applications in a consistent way. MCP servers expose resources (data), tools (actions), and prompts (instructions) for the LLM and the user to use in performing more complex operations. In this course you’ll explore how the MCP works in Claude Desktop to extend its functionality, and you’ll build your own MCP servers using Python and TypeScript to give LLMs new capabilities to do things on the computer, connect with external APIs, and perform advanced multi-step actions.",Course,2025-08-04 17:49 UTC,N/A,false,N/A,
Mel Robbins on Confidence,"In this course, Mel Robbins—an expert on creating confidence, a best-selling author, and the most-booked female speaker in the world—presents relatable, actionable, and proven techniques for building and maintaining confidence at work, at home, and in life. She teaches skills based on behavioral science and real-life experience. Mel shows you the surprising definition of confidence and explains the science of the confidence-competency loop. She debunks three myths about confidence and shows you how to kill doubt and fear in five seconds flat. Mel discusses the three types of confidence and how to build confidence in three simple steps. She concludes with ways you can strengthen your confidence by putting it into action.",Course,2022-05-19 16:16 UTC,N/A,false,N/A,
Nano Tips for Establishing an Entrepreneurial Mindset with Ross Simmonds,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Ross Simmonds teaches you how to get in a mindset that can set you up for entrepreneurial success. Ross explains the differences between a growth mindset and a fixed mindset, the importance of time management, the pitfalls of seeking validation from others, the value of strategic sacrifice, and more.",Course,2025-12-08 14:04 UTC,N/A,false,N/A,
Python for Non-Programmers,"<p>Did you know that learning Python is one of the easiest ways to learn to code? It’s true. And in this course you can avoid the jargon and make learning how to code a lot more fun. You don’t have to be an expert technician, either. Join instructor Nick Walter and find out what you need to get started now.</p><p>In this course, Nick teaches the fundamentals of Python to you: a non-programmer, a user with little to no coding experience. Learn more about what Python is, and what it is and isn’t used for. Explore how Python works with numbers and how you can interact with simple programs such as a simple number-guessing game. Find out how to work with text in Python by building a reusable function to count the words in a block of text. And along the way, tackle quick challenges and other games that allow you to put your new skills to the test.</p>",Course,2023-07-28 12:58 UTC,N/A,false,N/A,
Hands-On Advanced Python: Data Engineering Basics,"Looking to get up to speed with advanced coding skills in Python? This course was made for you. Join instructor Joe Marini in this hands-on, interactive, skills-first coding course designed for advanced-level Python developers. Explore critical Python coding skills to boost your technical know-how or prepare for an interview to land a new role. This course includes Code Challenges powered by CoderPad: interactive coding exercises with real-time feedback, so you can get hands-on coding practice to advance your coding skills. Joe helps you develop your skills as a Python programmer with five specific, data-focused coding challenges. Practice parsing and exploring data, working with collections, math and statistics, and more.",Course,2024-04-09 16:52 UTC,N/A,false,N/A,
"A Crash Course in Writing Well: Learn to Write with More Style, Flair, and Impact","Ever wondered how journalists write dazzling copy, every day, for millions of global readers? In this course, Shani Raja, a former writer for <i>The Economist</i> and editor for <i>The Wall Street Journal</i>, shows how such wordsmiths do their magic. In this intensive, four-hour program, Shani shows you how to write articles, blog posts, work emails, business plans, website copy, marketing scripts, press releases, college essays, and nonfiction books with style, flair, and impact. He begins by outlining the core values, aspirations, and habits of great copywriters. Next, he reveals the key principles of good writing: simplicity, clarity, elegance, and evocativeness. Finally, Shani teaches how to edit a piece of writing to a high standard using techniques he learned while working for leading news organizations like <i>Bloomberg News, Dow Jones Newswires</i>, and <i>The Wall Street Journal</i>. The course concludes with a powerful editing exercise that gives you a chance to apply the strategies taught.",Course,2024-09-17 21:13 UTC,N/A,false,N/A,
Advancing Women of Color: Go from the First and Few to the Many,"<p>Women of color are leaving the workforce at heightened rates, and the usual strategies for advancement can set women up for failure, as they assume seats of power without feeling powerful or in their full voice. In this modern, contemporary course, author, speaker, and entrepreneur Deepa Purushothaman guides you through recognizing this reality and moving toward the changes that matter. Go over terminology and explore both the current reality for WOC in the workplace and the need for cultural change. Learn to recognize the difference between a safe, healthy, and open culture and one that simply tokenizes diverse talent. Discover practical, impactful steps you can take as a leader in your company, as an ally, or as a WOC. This course will empower professionals—whether leaders, allies, or WOC—to transform their workplace culture to attract the best talent and champion new voices.</p>",Course,2025-02-03 23:22 UTC,N/A,false,N/A,
Introduction to Agentic AI: Getting Started with AutoGen Studio,"Are you ready to get up and running with AutoGen Studio? This is a practical, hands-on course designed to help you dive into the world of AI agents and agentic AI. Join instructor Jose Luis Latorre as he introduces the essential concepts of AutoGen and guides you through setting up and using AutoGen Studio to build and configure intelligent AI agents, design agentic workflows, and equip your agents with powerful tools and skills. Gain practical skills and unlock the potential of multiagent AI systems effortlessly. Whether you're a developer, AI enthusiast, or tech entrepreneur, this course is ideal to equip you with a solid foundation for creating multiagent systems using a flexible and rapid prototyping framework.",Course,2026-02-06 01:27 UTC,N/A,false,N/A,
Communicating with Charisma,"Join behavior expert Vanessa Van Edwards as she teaches actionable ways to be more charismatic. Vanessa begins by dispelling the myth that one must be born charismatic, and shares how this skill can be learned. Discover where you fall on the charisma scale and explore ways to make people more comfortable. Learn about the characteristics of highly charismatic people, and how you can become more charismatic without becoming inauthentic.",Course,2022-10-01 21:48 UTC,N/A,false,N/A,
